	ActionName	ParentTaskId	TaskId	TaskCode	IsCreatedTask	Name	StartDateTime	FinishDateTime	*LCPL Text Generic UDF 01	*LCPL Text Generic UDF 12	~ SRA MaxDuration	~ SRA MinDuration	~SRA MaxDuration	~SRA MinDuration	~SRA Wet Weather	Comment	Comments	LPS-END-Postion	LPS-SHAPE-Code	LPS-START-Position	MSP Activity ID	Production	Quantity	Responsible	Stage	TC - Finish CH	TC - Shape Code	TC - Start CH	Text8	Turbo Chart - Shape Code	Unit of Measure	V1982 - APAM_Family	V1982 - APAM_Level	V1982 - APAM_Location	V1982 - APAM_Workset	V1982 - Car Parks	V1982 - Level	V1982 - Plant	V1982 - PROGRAM	V1982 Phase	V1982x Sub-Discipline (not used)	V1982x Work Area (not used)	VBU Production	VBU Production Measure	VBU Quantity	VBU Quantity Measure	zText_01
	None	3560629	16413936	ECI.PRC.1230	False	New Carwash Bays: Select Preferred Vendor	22/01/2024 8:00 AM	14/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link change to FF1.	17/1/24: Description changed.  6/12/23: Predessor link change to FF1				492			David																							
	None	3560629	16801309	ECI.PRC.1235	False	New Carwash Bays: Price check based on 100% IFC design)	22/01/2024 8:00 AM	29/01/2024 4:00 PM							V1962 - 5d Admin						493			David																							
	None	3560629	16413932	ECI.PRC.1240	False	New Carwash Bays: Award Contract	15/02/2024 8:00 AM	21/02/2024 4:00 PM							V1962 - 5d Admin						491			David																							
	None	3560629	16413937	ECI.PRC.1250	False	New Carwash Bays: Vendor Produce Design/ Shop Drawings	22/02/2024 8:00 AM	28/02/2024 4:00 PM							V1962 - 5d Admin						496			David																							
	None	3560629	16413938	ECI.PRC.1260	False	New Carwash Bays: Vendor Design/ Shop Drawings Review & Approval	29/02/2024 8:00 AM	14/03/2024 4:00 PM							V1962 - 5d Admin						497			David																							
	None	3560629	16413939	ECI.PRC.1270	False	New Carwash Bays: Mobilise Labour & Equipment  (inductions etc)	22/02/2024 8:00 AM	14/03/2024 4:00 PM							V1962 - 5d Admin		11/10/23: Incr from 10 to 15 days				156			David																							
	None	3560629	16597758	ECI.PRC.1275	False	New Carwash Bays: Vendor Procurement - Fittings & Fixtures	15/03/2024 8:00 AM	30/04/2024 4:00 PM							V1962 - 5d Admin		11/10/23: New task added				498			David																							
	None	3560629	16930974	ECI.PRC.5760	False	New Carwash Bays: Required on Site (ROS) Date	14/05/2024 4:00 PM	14/05/2024 4:00 PM							V1962 - 5d Admin		Links to install New Wash Bay equip. (CON.EWK.4110). 22/1/24: New task added				499			David																							
	None	3560308	3560631		False	D&C Procurement	23/10/2023 8:00 AM	25/08/2025 4:00 PM																																							
	None	3560631	3560315		False	D&C Long Lead Items  (Open Book)	20/11/2023 8:00 AM	25/08/2025 4:00 PM																																							
	None	3560315	3560320		False	Lifts & Escalators - Supply & Install	23/11/2023 8:00 AM	25/02/2025 4:00 PM																																							
	None	3560320	16413942	ECI.PRC.2000	False	Lifts, Escalators: Prepare Procurement Package (Based on 85% Design)	23/11/2023 8:00 AM	14/12/2023 4:00 PM							V1962 - 5d Admin		17/1/24: Descr changed to incl Escalators				508			Luke																							
	None	3560320	16413035	ECI.PRC.2010	False	Lifts, Escalators: Tender Period	15/12/2023 8:00 AM	22/01/2024 4:00 PM							V1962 - 5d Admin		17/1/24: Descr changed to incl Escalators				507			Luke																							
	None	3560320	16413034	ECI.PRC.2020	False	Lifts, Escalators: Evaluate & compare Vendor submissions	23/01/2024 8:00 AM	31/01/2024 4:00 PM							V1962 - 5d Admin		8/2/24: Descr change, was ""& select Preferred Vendor with APAM"". 17/1/24: Descr changed to incl Escalators				506			Luke																							
	None	3560320	16413943	ECI.PRC.2030	False	Lifts, Escalators: Prepare recommendation for APAM Consultant review	1/02/2024 8:00 AM	8/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 17/1/24: Descr changed to incl Escalators.  6/12/23: Predessor link changed to FF2.				126			Luke																							
	None	3560320	16414576	ECI.PRC.2040	False	Lifts, Escalators: Vendor Confirm Pricing Post 100% IFC Design	27/02/2024 8:00 AM	1/03/2024 4:00 PM							V1962 - 5d Admin		17/1/24: Descr changed to incl Escalators				505			Luke																							
	None	3560320	16413032	ECI.PRC.2050	False	Lifts, Escalators: Shop Drawings & Manufacture	19/04/2024 8:00 AM	20/11/2024 4:00 PM							V1962 - 5d Admin		17/1/24: Descr changed to incl Escalators.  Duration tbc				503			Luke																							PR-01
	None	3560320	16413033	ECI.PRC.2060	False	Lifts, Escalators: Contract Award (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin		17/1/24: Descr changed to incl Escalators				504			Luke																							
	None	3560320	16926225	ECI.PRC.5540	False	Lifts, Escalators: Ready to Deliver to Site	21/11/2024 8:00 AM	21/11/2024 4:00 PM							V1962 - 5d Admin		22/1/24: New task added				509			Luke																							PR-01
	None	3560320	16930975	ECI.PRC.5770	False	Lifts, Escalators: Required on Site (ROS) Date	25/02/2025 4:00 PM	25/02/2025 4:00 PM							V1962 - 5d Admin		Links to equip install (CON.SP1.2730 ...). 22/1/24: New task added				510			Luke																							PR-01
	None	3560315	3560321		False	Pedestrian Bridge Structural Steel - Supply only	29/11/2023 8:00 AM	28/01/2025 4:00 PM																																							
	None	3560321	16413962	ECI.PRC.2250	False	Ped Bridge Structural Steel: Prepare Procurement Package (Based on 85% Design)	29/11/2023 8:00 AM	21/12/2023 4:00 PM							V1962 - 5d Admin						516			Pete																							
	None	3560321	16413963	ECI.PRC.2260	False	Ped Bridge Structural Steel: Tender Period	22/12/2023 8:00 AM	25/01/2024 4:00 PM							V1962 - 5d Admin						515			Luke																							
	None	3560321	16413961	ECI.PRC.2270	False	Ped Bridge Structural Steel: Evaluate & compare Vendor submissions	29/01/2024 8:00 AM	31/01/2024 4:00 PM							V1962 - 5d Admin	20/12/23: Reduced from 10 to 9 days.	8/2/24: Descr change, was ""& select Preferred Vendor with APAM"". 20/12/23: Reduced from 10 to 9 days.				514			Luke																							
	None	3560321	16413964	ECI.PRC.2280	False	Ped Bridge Structural Steel: Prepare recommendation for APAM Consultant review	30/01/2024 8:00 AM	2/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 6/12/23: Predessor link changed to FF2.				85			Luke																							
	None	3560321	16414578	ECI.PRC.2290	False	Ped Bridge Structural Steel: Vendor Confirm Pricing Post 100% IFC Design	27/02/2024 8:00 AM	12/03/2024 4:00 PM							V1962 - 5d Admin						513			Luke																							
	None	3560321	16413960	ECI.PRC.2300	False	Ped Bridge Structural Steel: Award Contract (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin						512			Pete																							
	None	3560321	16413965	ECI.PRC.2310	False	Ped Bridge Structural Steel: Vendor Produce Design/ Shop Drawings	19/04/2024 8:00 AM	17/05/2024 4:00 PM							V1962 - 5d Admin						517			Pete																							
	None	3560321	16413966	ECI.PRC.2320	False	Ped Bridge Structural Steel: Vendor Design/ Shop Drawings Review & Approval	20/05/2024 8:00 AM	31/05/2024 4:00 PM							V1962 - 5d Admin						518			Pete																							
	None	3560321	16413968	ECI.PRC.2330	False	Ped Bridge Structural Steel: Vendor Design/ Shop Drawings IFC	31/05/2024 4:00 PM	31/05/2024 4:00 PM							V1962 - 5d Admin						520			Pete																							
	None	3560321	16413967	ECI.PRC.2340	False	Ped Bridge Structural Steel: Vendor Manufacture	3/06/2024 8:00 AM	22/10/2024 4:00 PM							V1962 - 5d Admin		Duration tbc				519			Pete																							PR-03
	None	3560321	16413969	ECI.PRC.2350	False	Ped Bridge - Steel Floorbeams: Ready to Deliver to Site	23/10/2024 8:00 AM	23/10/2024 4:00 PM							V1962 - 5d Admin						521			Pete																							
	None	3560321	16874315	ECI.PRC.5120	False	Ped Bridge - Steel Crossheads: Ready to Deliver to Site	13/08/2024 8:00 AM	13/08/2024 4:00 PM							V1962 - 5d Admin	5/12/23: New task added	5/12/23: New task added				522			Pete																							
	None	3560321	16930977	ECI.PRC.5780	False	Ped Bridge - Steel Crossheads: Required on Site (ROS) Date	2/09/2024 4:00 PM	2/09/2024 4:00 PM							V1962 - 5d Admin	5/12/23: New task added	22/1/24: New task added				524			Pete																							
	None	3560321	16930976	ECI.PRC.5790	False	Ped Bridge - Steel Floorbeams: Required on Site (ROS) Date	28/01/2025 4:00 PM	28/01/2025 4:00 PM							V1962 - 5d Admin		Links to beam install (CON.SP1.2012 etc). 22/1/24: New task added				523			Pete																							
	None	3560315	3560640		False	Pedestrian Bridge Modules - Supply only	29/11/2023 8:00 AM	24/03/2025 4:00 PM																																							
	None	3560640	16413972	ECI.PRC.2360	False	Ped Bridge Modules: Prepare Procurement Package (Based on 85% Design)	29/11/2023 8:00 AM	18/12/2023 4:00 PM							V1962 - 5d Admin		17/1/24: Actual finish corrected from 9Jan24 to 18Dec24.				530			Pete																							
	None	3560640	16413973	ECI.PRC.2370	False	Ped Bridge Modules: Tender Period	19/12/2023 8:00 AM	31/01/2024 4:00 PM							V1962 - 5d Admin		17/1/24: Actual start on 19Dec23.				529			Luke																							
	None	3560640	16413971	ECI.PRC.2380	False	Ped Bridge Modules: Evaluate & compare Vendor submissions	1/02/2024 8:00 AM	5/02/2024 4:00 PM							V1962 - 5d Admin	20/12/23: Reduced from 10 to 6 days.	8/2/24: Descr change, was ""& select Preferred Vendor with APAM"". 19/12/23: Reduced from 10 to 6 days				528			Luke																							
	None	3560640	16413974	ECI.PRC.2390	False	Ped Bridge Modules: Prepare recommendation for APAM Consultant review	2/02/2024 8:00 AM	7/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 6/12/23: Predessor link changed to FF2.				84			Luke																							
	None	3560640	16414579	ECI.PRC.2400	False	Ped Bridge Modules: Vendor Confirm Pricing Post 100% IFC Design	27/02/2024 8:00 AM	12/03/2024 4:00 PM							V1962 - 5d Admin						527			Luke																							
	None	3560640	16413970	ECI.PRC.2410	False	Ped Bridge Modules: Award Contract (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin						526			Pete																							
	None	3560640	16413975	ECI.PRC.2420	False	Ped Bridge Modules: Vendor Produce Design/ Shop Drawings	19/04/2024 8:00 AM	17/05/2024 4:00 PM							V1962 - 5d Admin						531			Pete																							
	None	3560640	16413976	ECI.PRC.2430	False	Ped Bridge Modules: Vendor Design/ Shop Drawings Review & Approval	20/05/2024 8:00 AM	31/05/2024 4:00 PM							V1962 - 5d Admin						532			Pete																							
	None	3560640	16413978	ECI.PRC.2440	False	Ped Bridge Modules: Vendor Design/ Shop Drawings IFC	31/05/2024 4:00 PM	31/05/2024 4:00 PM							V1962 - 5d Admin						534			Pete																							
	None	3560640	16413977	ECI.PRC.2450	False	Ped Bridge Modules: Vendor Manufacture	3/06/2024 8:00 AM	20/11/2024 4:00 PM							V1962 - 5d Admin		Duration tbc				533			Pete																							PR-04
	None	3560640	16413979	ECI.PRC.2460	False	Ped Bridge Modules: Vendor Ready to Deliver to Site	21/11/2024 8:00 AM	21/11/2024 4:00 PM							V1962 - 5d Admin						535			Pete																							
	None	3560640	16930978	ECI.PRC.5800	False	Ped Bridge Modules: Required on Site (ROS) Date	24/03/2025 4:00 PM	24/03/2025 4:00 PM							V1962 - 5d Admin		Links to module install (CON.SP1.2055 etc). 22/1/24: New task added				536			Pete																							
	None	3560315	3763903		False	Pedestrian Bridge Steel & Modules - Install	29/11/2023 8:00 AM	2/09/2024 4:00 PM																																							
	None	3763903	16930954	ECI.PRC.5560	False	Ped Bridge Steelwork Install: Award Contract (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin						538			Pete																							
	None	3763903	16930955	ECI.PRC.5570	False	Ped Bridge Steelwork Install: Evaluate & compare Vendor submissions	5/02/2024 8:00 AM	7/02/2024 4:00 PM							V1962 - 5d Admin	20/12/23: Reduced from 10 to 9 days.	8/2/24: Descr change, was ""& select Preferred Vendor with APAM"". 20/12/23: Reduced from 10 to 9 days.				540			Matt																							
	None	3763903	16930956	ECI.PRC.5580	False	Ped Bridge Steelwork Install: Prepare Procurement Package (Based on 85% Design)	29/11/2023 8:00 AM	18/01/2024 4:00 PM							V1962 - 5d Admin		7/2/24: Actual finish date moved from 21Dec23.				542			Matt																							
	None	3763903	16930957	ECI.PRC.5590	False	Ped Bridge Steelwork Install: Tender Period	19/01/2024 8:00 AM	2/02/2024 4:00 PM							V1962 - 5d Admin		7/2/24: Actual start date moved from 22Dec23.				541			Matt																							
	None	3763903	16930958	ECI.PRC.5600	False	Ped Bridge Steelwork Install: Prepare recommendation for APAM Consultant review	6/02/2024 8:00 AM	9/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 6/12/23: Predessor link changed to FF2.				86			Matt																							
	None	3763903	16930964	ECI.PRC.5660	False	Ped Bridge Steelwork Install: Vendor Confirm Pricing Post 100% IFC Design	27/02/2024 8:00 AM	12/03/2024 4:00 PM							V1962 - 5d Admin						539			Matt																							
	None	3763903	16930966	ECI.PRC.5680	False	Ped Bridge Steelwork Install: Ready to Deliver to Site	19/04/2024 8:00 AM	10/05/2024 4:00 PM							V1962 - 5d Admin	5/12/23: New task added	5/12/23: New task added				543			Pete																							
	None	3763903	16930979	ECI.PRC.5810	False	Ped Bridge Steelwork Install: Required on Site (ROS) Date	2/09/2024 4:00 PM	2/09/2024 4:00 PM							V1962 - 5d Admin	5/12/23: New task added	Links to crosshead install (CON.SP1.2160 etc). 22/1/24: New task added				544			Pete																							
	None	3560315	3560318		False	Gateway Structural Steel	20/11/2023 8:00 AM	23/10/2024 4:00 PM																																							
	None	3560318	16413952	ECI.PRC.2470	False	Gateway Structural Steel: Prepare Procurement Package (Based on 85% Design)	20/11/2023 8:00 AM	21/12/2023 4:00 PM							V1962 - 5d Admin						550			Pete																							
	None	3560318	16413953	ECI.PRC.2480	False	Gateway Structural Steel: Tender Period	22/12/2023 8:00 AM	9/02/2024 4:00 PM							V1962 - 5d Admin						549			Luke																							
	None	3560318	16413951	ECI.PRC.2490	False	Gateway Structural Steel: Evaluate & compare Vendor submissions	12/02/2024 8:00 AM	20/02/2024 4:00 PM							V1962 - 5d Admin	20/12/23: Reduced from 10 to 9 days.	8/2/24: Descr change, was ""& select Preferred Vendor with APAM"". 20/12/23: Reduced from 10 to 9 days.				548			Luke																							
	None	3560318	16413954	ECI.PRC.2500	False	Gateway Structural Steel: Prepare recommendation for APAM Consultant review	21/02/2024 8:00 AM	29/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 6/12/23: Predessor link changed to FF2.				87			Luke																							
	None	3560318	16414580	ECI.PRC.2510	False	Gateway Structural Steel: Vendor Confirm Pricing Post 100% IFC Design	1/03/2024 8:00 AM	15/03/2024 4:00 PM							V1962 - 5d Admin						547			Luke																							
	None	3560318	16413950	ECI.PRC.2520	False	Gateway Structural Steel: Award Contract (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin						546			Pete																							
	None	3560318	16413955	ECI.PRC.2530	False	Gateway Structural Steel: Vendor Produce Design/ Shop Drawings	19/04/2024 8:00 AM	17/05/2024 4:00 PM							V1962 - 5d Admin						551			Pete																							
	None	3560318	16413956	ECI.PRC.2540	False	Gateway Structural Steel: Vendor Design/ Shop Drawings Review & Approval	20/05/2024 8:00 AM	31/05/2024 4:00 PM							V1962 - 5d Admin						552			Pete																							
	None	3560318	16413958	ECI.PRC.2550	False	Gateway Structural Steel: Vendor Design/ Shop Drawings IFC	31/05/2024 4:00 PM	31/05/2024 4:00 PM							V1962 - 5d Admin						554			Pete																							
	None	3560318	16413957	ECI.PRC.2560	False	Gateway Structural Steel: Vendor Manufacture	3/06/2024 8:00 AM	8/10/2024 4:00 PM							V1962 - 5d Admin		Duration tbc				553			Pete																							PR-05
	None	3560318	16413959	ECI.PRC.2570	False	Gateway Structural Steel: Vendor Ready to Deliver to Site	9/10/2024 8:00 AM	9/10/2024 4:00 PM							V1962 - 5d Admin						555			Pete																							
	None	3560318	16930980	ECI.PRC.5820	False	Gateway Structural Steel: Required on Site (ROS) Date	23/10/2024 4:00 PM	23/10/2024 4:00 PM							V1962 - 5d Admin		Links to struc./steel install (CON.SP1.2718).  22/1/24: New task added				556			Pete																							
	None	3560315	3560641		False	Gateway Precast Panels	1/12/2023 8:00 AM	26/08/2024 4:00 PM																																							
	None	3560641	16413982	ECI.PRC.2580	False	Gateway Precast Panels: Prepare Procurement Package (Based on 85% Design)	1/12/2023 8:00 AM	19/12/2023 4:00 PM							V1962 - 5d Admin						562			Pete																							
	None	3560641	16413983	ECI.PRC.2590	False	Gateway Precast Panels: Tender Period	20/12/2023 8:00 AM	29/01/2024 4:00 PM							V1962 - 5d Admin						561			Luke																							
	None	3560641	16413981	ECI.PRC.2600	False	Gateway Precast Panels: Evaluate & compare Vendor submissions	30/01/2024 8:00 AM	1/02/2024 4:00 PM							V1962 - 5d Admin		8/2/24: Descr change, was ""& select Preferred Vendor with APAM"".				560			Luke																							
	None	3560641	16413984	ECI.PRC.2610	False	Gateway Precast Panels: Prepare recommendation for APAM Consultant review	31/01/2024 8:00 AM	5/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 6/12/23: Predessor link changed to FF2.				394			Luke																							
	None	3560641	16414592	ECI.PRC.2620	False	Gateway Precast Panels: Vendor Confirm Pricing Post 100% IFC Design	27/02/2024 8:00 AM	4/03/2024 4:00 PM							V1962 - 5d Admin						559			Luke																							
	None	3560641	16413980	ECI.PRC.2630	False	Gateway Precast Panels: Award Contract (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin						558			Pete																							
	None	3560641	16413985	ECI.PRC.2640	False	Gateway Precast Panels: Vendor Produce Design/ Shop Drawings	19/04/2024 8:00 AM	10/05/2024 4:00 PM							V1962 - 5d Admin						563			Pete																							
	None	3560641	16413986	ECI.PRC.2650	False	Gateway Precast Panels: Vendor Design/ Shop Drawings Review & Approval	13/05/2024 8:00 AM	24/05/2024 4:00 PM							V1962 - 5d Admin						564			Pete																							
	None	3560641	16413988	ECI.PRC.2660	False	Gateway Precast Panels: Vendor Design/ Shop Drawings IFC	24/05/2024 4:00 PM	24/05/2024 4:00 PM							V1962 - 5d Admin						566			Pete																							
	None	3560641	16413987	ECI.PRC.2670	False	Gateway Precast Panels: Vendor Manufacture	27/05/2024 8:00 AM	24/06/2024 4:00 PM							V1962 - 5d Admin						565			Pete																							PR-06
	None	3560641	16413989	ECI.PRC.2680	False	Gateway Precast Panels: Vendor Ready to Deliver to Site	25/06/2024 8:00 AM	25/06/2024 4:00 PM							V1962 - 5d Admin						567			Pete																							
	None	3560641	16930981	ECI.PRC.5830	False	Gateway Precast Panels: Required on Site (ROS) Date	26/08/2024 4:00 PM	26/08/2024 4:00 PM							V1962 - 5d Admin		Links to precast install (CON.SP1.2714).  22/1/24: New task added				568			Pete																							
	None	3560315	3560346		False	Facade & Glazing	6/12/2023 8:00 AM	28/01/2025 4:00 PM																																							
	None	3560346	16413992	ECI.PRC.2690	False	Facade & Glazing: Prepare Procurement Package (Based on 85% Design)	6/12/2023 8:00 AM	21/12/2023 4:00 PM							V1962 - 5d Admin						574			Pete																							
	None	3560346	16413993	ECI.PRC.2700	False	Facade & Glazing: Tender Period	22/12/2023 8:00 AM	8/02/2024 4:00 PM							V1962 - 5d Admin						573			Luke																							
	None	3560346	16413991	ECI.PRC.2710	False	Facade & Glazing: Evaluate & compare Vendor submissions	9/02/2024 8:00 AM	14/02/2024 4:00 PM							V1962 - 5d Admin	20/12/23: Reduced from 10 to 9 days.	8/2/24: Descr change, was ""& select Preferred Vendor with APAM"". 20/12/23: Reduced from 10 to 9 days.				572			Luke																							
	None	3560346	16413994	ECI.PRC.2720	False	Facade & Glazing: Prepare recommendation for APAM Consultant review	15/02/2024 8:00 AM	21/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 6/12/23: Predessor link changed to FF2.				89			Luke																							
	None	3560346	16414593	ECI.PRC.2730	False	Facade & Glazing: Vendor Confirm Pricing Post 100% IFC Design	22/02/2024 8:00 AM	6/03/2024 4:00 PM							V1962 - 5d Admin						571			Luke																							
	None	3560346	16413990	ECI.PRC.2740	False	Facade & Glazing: Award Contract (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin						570			Pete																							
	None	3560346	16413995	ECI.PRC.2750	False	Facade & Glazing: Vendor Produce Design/ Shop Drawings	19/04/2024 8:00 AM	17/05/2024 4:00 PM							V1962 - 5d Admin						575			Pete																							
	None	3560346	16414000	ECI.PRC.2760	False	Facade & Glazing: Vendor Produce and Submit Samples for Approval	19/04/2024 8:00 AM	17/05/2024 4:00 PM							V1962 - 5d Admin						578			Pete																							
	None	3560346	16413996	ECI.PRC.2770	False	Facade & Glazing: Vendor Design/ Shop Drawings Review & Approval	20/05/2024 8:00 AM	31/05/2024 4:00 PM							V1962 - 5d Admin						576			Pete																							
	None	3560346	16413998	ECI.PRC.2780	False	Facade & Glazing: Vendor Design/ Shop Drawings IFC	31/05/2024 4:00 PM	31/05/2024 4:00 PM							V1962 - 5d Admin						579			Pete																							
	None	3560346	16413997	ECI.PRC.2790	False	Facade & Glazing: Vendor Manufacture	3/06/2024 8:00 AM	20/11/2024 4:00 PM							V1962 - 5d Admin		Duration tbc				577			Pete																							PR-07
	None	3560346	16413999	ECI.PRC.2800	False	Facade & Glazing: Vendor Ready to Deliver to Site	21/11/2024 8:00 AM	21/11/2024 4:00 PM							V1962 - 5d Admin						580			Pete																							
	None	3560346	16930982	ECI.PRC.5840	False	Facade & Glazing: Required on Site (ROS) Date	28/01/2025 4:00 PM	28/01/2025 4:00 PM							V1962 - 5d Admin		Links to Gateway Facade & pde bridge modules (CON.SP1.2055 & 2728).  22/1/24: New task added				581			Pete																							
	None	3560315	3560319		False	Mechanical - Jet Fans  (part of Mechanical Install pkg)	28/11/2023 8:00 AM	25/08/2025 4:00 PM																																							
	None	3560319	16414170	ECI.PRC.2950	False	Mechanical Plant - Jet Fans: Prepare Procurement Package (Based on 85% Design)	28/11/2023 8:00 AM	8/12/2023 4:00 PM							V1962 - 5d Admin	20/12/23: Reduced from 10 to 8 days.	15/12/23: Reduced from 10d				588			?																							
	None	3560319	16414169	ECI.PRC.2960	False	Mechanical Plant - Jet Fans: Tender Period	11/12/2023 8:00 AM	2/02/2024 4:00 PM							V1962 - 5d Admin						587			Luke																							
	None	3560319	16414168	ECI.PRC.2970	False	Mechanical Plant - Jet Fans: Evaluate & compare Vendor submissions	5/02/2024 8:00 AM	9/02/2024 4:00 PM							V1962 - 5d Admin		8/2/24: Descr change, was ""& select Preferred Vendor with APAM"".				586			Luke																							
	None	3560319	16414171	ECI.PRC.2980	False	Mechanical Plant - Jet Fans: Prepare recommendation for APAM Consultant review	8/02/2024 8:00 AM	14/02/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 6/12/23: Predessor link changed to FF2.				121			Luke																							
	None	3560319	16414596	ECI.PRC.2990	False	Mechanical Plant - Jet Fans: Vendor Confirm Pricing Post 100% IFC Design	15/02/2024 8:00 AM	28/02/2024 4:00 PM							V1962 - 5d Admin						585			Luke																							
	None	3560319	16414166	ECI.PRC.3000	False	Mechanical Plant - Jet Fans: Vendor Manufacture & Shipping	19/04/2024 8:00 AM	17/06/2024 4:00 PM							V1962 - 5d Admin		Duration tbc				583			?																							PR-10
	None	3560319	16414167	ECI.PRC.3010	False	Mechanical Plant - Jet Fans: Contract Award (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin						584			?																							
	None	3560319	16930967	ECI.PRC.5690	False	Mechanical Plant - Jet Fans: Vendor Ready to Deliver to Site	18/06/2024 8:00 AM	18/06/2024 4:00 PM							V1962 - 5d Admin		22/1/24: New task added				590			?																							PR-10
	None	3560319	16930983	ECI.PRC.5850	False	Mechanical Plant - Jet Fans: Required on Site (ROS) Date	25/08/2025 4:00 PM	25/08/2025 4:00 PM							V1962 - 5d Admin		Links to fan install (CON.SP1.5550).  22/1/24: New task added				591			?																							PR-10
	None	3560315	3560333		False	Electrical - Transformer  (part of Electrical Install pkg)	5/12/2023 8:00 AM	3/03/2025 4:00 PM																																							
	None	3560333	16414176	ECI.PRC.2810	False	Electrical - Transformer: Prepare Procurement Package (Based on 85% Design)	5/12/2023 8:00 AM	20/12/2023 4:00 PM							V1962 - 5d Admin						598			David																							
	None	3560333	16414175	ECI.PRC.2820	False	Electrical - Transformer: Tender Period	21/12/2023 8:00 AM	9/02/2024 4:00 PM							V1962 - 5d Admin						597			MB / LS																							
	None	3560333	16414174	ECI.PRC.2830	False	Electrical - Transformer: Evaluate & compare Vendor submissions	12/02/2024 8:00 AM	22/02/2024 4:00 PM							V1962 - 5d Admin		8/2/24: Descr change, was ""& select Preferred Vendor with APAM"".				596			MB / LS																							
	None	3560333	16414177	ECI.PRC.2840	False	Electrical - Transformer: Prepare recommendation for APAM Consultant review	23/02/2024 8:00 AM	7/03/2024 4:00 PM							V1962 - 5d Admin	6/12/23: Predessor link changed to FF2.	8/2/24: Descr change, was ""Negotiate & RFA with APAM"". 6/12/23: Predessor link changed to FF2.				111			MB / LS																							
	None	3560333	16414594	ECI.PRC.2850	False	Electrical - Transformer: Vendor Confirm Pricing Post 100% IFC Design	8/03/2024 8:00 AM	15/03/2024 4:00 PM							V1962 - 5d Admin						595			MB / LS																							
	None	3560333	16414172	ECI.PRC.2860	False	Electrical - Transformer: Vendor Manufacture & Shipping	19/04/2024 8:00 AM	28/02/2025 4:00 PM							V1962 - 5d Admin		Duration tbc				593			David																							PR-08
	None	3560333	16414173	ECI.PRC.2870	False	Electrical - Transformer: Contract Award (Post D&C Award)	18/04/2024 8:00 AM	18/04/2024 4:00 PM							V1962 - 5d Admin						594			David																							
	None	3560333	16930968	ECI.PRC.5700	False	Electrical - Transformer: Vendor Ready to Deliver to Site	3/03/2025 8:00 AM	3/03/2025 4:00 PM							V1962 - 5d Admin		22/1/24: New task added				600			David																							PR-08
	None	3560333	16930984	ECI.PRC.5860	False	Electrical - Transformer: Required on Site (ROS) Date	3/03/2025 4:00 PM	3/03/2025 4:00 PM							V1962 - 5d Admin		Links to Plant Rm Fitout (CON.SP1.2733).  22/1/24: New task added				601			David																							PR-08
	None	3560315	3560334		False	Electrical - Switchboards  (part of Electrical Install pkg)	5/12/2023 8:00 AM	3/03/2025 4:00 PM																																							
	None	3560334	16414182	ECI.PRC.2880	False	Electrical - Switch Boards: Prepare Procurement Package (Based on 85% Design)	5/12/2023 8:00 AM	20/12/2023 4:00 PM							V1962 - 5d Admin						608			Luke																							
	None	3560334	16414181	ECI.PRC.2890	False	Electrical - Switch Boards: Tender Period	21/12/2023 8:00 AM	9/02/2024 4:00 PM							V1962 - 5d Admin						607			MB / LS																							
